ucc,provenance_class,in_published_ce,in_concordance,published_title,concordance_title,elis,dmi_node,ce_source
370904,PUBLISHED_CE_UCC,true,false,Boys' active sportswear,,,,
380110,DIRECT_CONCORDANCE_UCC,true,true,Women's coats and jackets,Womens Coats And Jackets,AC011,APPAREL,D
380210,DIRECT_CONCORDANCE_UCC,true,true,Women's dresses,Womens Dresses,AC021,APPAREL,D
380311,PUBLISHED_CE_UCC,true,false,Women's sportcoats and tailored jackets,,,,
380312,PUBLISHED_CE_UCC,true,false,Women's vests and sweaters,,,,
380313,PUBLISHED_CE_UCC,true,false,"Women's shirts, tops, blouses",,,,
380315,PUBLISHED_CE_UCC,true,false,"Women's sweaters, shirts, tops, and vests",,,,
380319,DIRECT_CONCORDANCE_UCC,true,true,Women's tops,Womens Tops,AC031,APPAREL,D
380320,PUBLISHED_CE_UCC,true,false,Women's skirts,,,,
380333,PUBLISHED_CE_UCC,true,false,Women's pants and shorts,,,,
380339,DIRECT_CONCORDANCE_UCC,true,true,"Women's skirts, pants, and shorts","Womens Skirts, Pants, And Shorts",AC032,APPAREL,D
380340,PUBLISHED_CE_UCC,true,false,Women's active sportswear,,,,
380360,PUBLISHED_CE_UCC,true,false,Women's swimwear,,,,
380410,PUBLISHED_CE_UCC,true,false,Women's sleepwear,,,,
380420,PUBLISHED_CE_UCC,true,false,Women's undergarments,,,,
380429,DIRECT_CONCORDANCE_UCC,true,true,"Women's undergarments, nightwear, and swimwear","Womens Undergarments, Nightwear,",AC041,APPAREL,D
380430,DIRECT_CONCORDANCE_UCC,true,true,Women's hosiery,Womens Hosiery,AC042,APPAREL,D
380510,DIRECT_CONCORDANCE_UCC,true,true,Women's suits,Womens Suits,AC033,APPAREL,D
380901,DIRECT_CONCORDANCE_UCC,true,true,Women's accessories,Womens Accessories,AC042,APPAREL,D
380902,PUBLISHED_CE_UCC,true,false,Women's uniforms,,,,
380903,PUBLISHED_CE_UCC,true,false,Women's costumes,,,,
380909,DIRECT_CONCORDANCE_UCC,true,true,Women's costumes and uniforms,Womens Costumes And Uniforms,AC090,APPAREL,D
390110,DIRECT_CONCORDANCE_UCC,true,true,Girls' coats and jackets,Girls Coats And Jackets,AD011,APPAREL,D
390120,DIRECT_CONCORDANCE_UCC,true,true,Girls' dresses and suits,"Girls Dresses, Suits",AD012,APPAREL,D
390210,DIRECT_CONCORDANCE_UCC,true,true,"Girls' shirts, blouses, sweaters, and vests",Girls Shirts/Blouses/Sweaters,AD013,APPAREL,D
390223,DIRECT_CONCORDANCE_UCC,true,true,"Girls' skirts, pants, and shorts","Girls Skirts, Pants, And Shorts",AD014,APPAREL,D
390230,PUBLISHED_CE_UCC,true,false,Girls' active sportswear,,,,
390310,PUBLISHED_CE_UCC,true,false,Girls' underwear and sleepwear,,,,
390319,DIRECT_CONCORDANCE_UCC,true,true,"Girl's underwear, nightwear, hosiery, and swimwear","Girls Underwear, Nightwear, Hosie",AD016,APPAREL,D
390321,PUBLISHED_CE_UCC,true,false,Girls' hosiery,,,,
390322,DIRECT_CONCORDANCE_UCC,true,true,Girls' accessories,Girls Accessories,AD016,APPAREL,D
390360,PUBLISHED_CE_UCC,true,false,Girls' swimwear,,,,
390901,DIRECT_CONCORDANCE_UCC,true,true,Girls' uniforms,Girls Uniforms,AD090,APPAREL,D
390902,DIRECT_CONCORDANCE_UCC,true,true,Girls' costumes,Girls Costumes,AD090,APPAREL,D
400110,DIRECT_CONCORDANCE_UCC,true,true,Men's footwear,Mens Footwear,AE011,APPAREL,D
400210,DIRECT_CONCORDANCE_UCC,true,true,Boys' footwear,Boys Footwear,AE021,APPAREL,D
400220,DIRECT_CONCORDANCE_UCC,true,true,Girls' footwear,Girls Footwear,AE022,APPAREL,D
400310,DIRECT_CONCORDANCE_UCC,true,true,Women's footwear,Womens Footwear,AE031,APPAREL,D
410110,PUBLISHED_CE_UCC,true,false,"Infant coats, jackets, and snowsuits",,,,
410119,DIRECT_CONCORDANCE_UCC,true,true,"Infant's and toddler's outerwear, dresses, nightwear, and accessories",Infants & Toddlers Outer/Play/Dre,AF011,APPAREL,D
410120,PUBLISHED_CE_UCC,true,false,Infant dresses and outerwear,,,,
410130,DIRECT_CONCORDANCE_UCC,true,true,Infant underwear,Infant Undergarments,AF012,APPAREL,D
410140,PUBLISHED_CE_UCC,true,false,Infant nightwear and loungewear,,,,
410901,PUBLISHED_CE_UCC,true,false,Infant accessories,,,,
420110,PUBLISHED_CE_UCC,true,false,Material for making clothes,,,,
420115,DIRECT_CONCORDANCE_UCC,true,true,"Material and supplies for sewing, needlework, and quilting (includes household items)",Sewing/Ndlwrk/Quilt Matrls/Items,RE021,RECREATION,I
420120,PUBLISHED_CE_UCC,true,false,Sewing patterns and notions,,,,
430110,DIRECT_CONCORDANCE_UCC,true,true,Watches,Watches,AG011,APPAREL,I
430120,DIRECT_CONCORDANCE_UCC,true,true,Jewelry,Jewelry,AG021,APPAREL,I
430130,DIRECT_CONCORDANCE_UCC,true,true,Luggage,Luggage,GE012,OTHER_GOODS_SERVICES,D
440110,DIRECT_CONCORDANCE_UCC,true,true,Shoe repair and other shoe services,"Shoe Repair, Oth Shoe Service",GD041,OTHER_GOODS_SERVICES,I
440120,DIRECT_CONCORDANCE_UCC,true,true,Coin-operated apparel laundry and dry cleaning,Coin-Op Apparel Ldry/Dry Clng,GD031,OTHER_GOODS_SERVICES,I
440130,DIRECT_CONCORDANCE_UCC,true,true,"Alteration, repair, and tailoring of apparel and accessories","Alter/Repair Of Apparel, Access",GD042,OTHER_GOODS_SERVICES,I
440140,DIRECT_CONCORDANCE_UCC,true,true,Clothing rental,Clothing Rental,GD042,OTHER_GOODS_SERVICES,I
440150,DIRECT_CONCORDANCE_UCC,true,true,Watch and jewelry repair,Watch And Jewelry Repair,GD043,OTHER_GOODS_SERVICES,I
440210,DIRECT_CONCORDANCE_UCC,true,true,Apparel laundry and dry cleaning not coin-operated,Apparel Lndry/Dry Clng N/Coin-Op,GD031,OTHER_GOODS_SERVICES,I
440900,DIRECT_CONCORDANCE_UCC,true,true,Clothing storage,Clothing Storage Outside The Home,GD031,OTHER_GOODS_SERVICES,I
450110,DIRECT_CONCORDANCE_UCC,true,true,New cars,New Cars,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
450116,CPI_ADJUSTED_PUMD_UCC,false,true,,Trade-In Allowance/New Cars,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
450210,DIRECT_CONCORDANCE_UCC,true,true,New trucks,New Trucks,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
450216,CPI_ADJUSTED_PUMD_UCC,false,true,,Trade-In Allow/New Trucks,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
450220,DIRECT_CONCORDANCE_UCC,true,true,New motorcycles,New Motorcycles,TA012,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
450310,PUBLISHED_CE_UCC,true,false,Car lease payments,,,,
450313,PUBLISHED_CE_UCC,true,false,Cash downpayment (car lease),,,,
450314,PUBLISHED_CE_UCC,true,false,Termination fee (car lease),,,,
450350,DIRECT_CONCORDANCE_UCC,true,true,Car/truck lease payments,Car/Truck Lease Payments,TA031,TRANSPORT_SERVICES,I
450351,PUBLISHED_CE_UCC,true,false,Extra fees for car/truck lease,,,,
450352,DIRECT_CONCORDANCE_UCC,true,true,Trade in allowance for car/truck lease,Tradein Allow For Car/Truck Lease,TA031,TRANSPORT_SERVICES,I
450353,DIRECT_CONCORDANCE_UCC,true,true,Cash down payment car/truck lease,Cash Dwnpymnt For Car/Truck Lease,TA031,TRANSPORT_SERVICES,I
450354,DIRECT_CONCORDANCE_UCC,true,true,Termination fee for car/truck lease,Termntion Fee For Car/Truck Lease,TA031,TRANSPORT_SERVICES,I
450410,PUBLISHED_CE_UCC,true,false,Truck lease payments,,,,
450413,PUBLISHED_CE_UCC,true,false,Cash downpayment (truck lease),,,,
450414,PUBLISHED_CE_UCC,true,false,Termination fee (truck lease),,,,
450900,DIRECT_CONCORDANCE_UCC,true,true,New aircraft,Aircraft,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
460110,DIRECT_CONCORDANCE_UCC,true,true,Used cars,Used Cars,TA021,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
460901,DIRECT_CONCORDANCE_UCC,true,true,Used trucks,Used Trucks,TA021,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
460902,DIRECT_CONCORDANCE_UCC,true,true,Used motorcycles,Used Motorcycles,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
460903,DIRECT_CONCORDANCE_UCC,true,true,Used aircraft,Used Aircraft,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
470111,DIRECT_CONCORDANCE_UCC,true,true,Gasoline,Gasoline,TB011;TB012;TB013;TB021;TB022,MOTOR_FUEL,I
470112,DIRECT_CONCORDANCE_UCC,true,true,Diesel fuel,Diesel Fuel,TB021,MOTOR_FUEL,I
470113,DIRECT_CONCORDANCE_UCC,true,true,Gasoline on out of town trips,Gasoline On Out Of Town Trips,TB011;TB012;TB013;TB021;TB022,MOTOR_FUEL,I
470114,PUBLISHED_CE_UCC,true,false,Alternative fuels,,,,
470211,DIRECT_CONCORDANCE_UCC,true,true,Motor oil,Motoroil,TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
470212,DIRECT_CONCORDANCE_UCC,true,true,Motor oil on out of town trips,Motor Oil On Out Of Town Trips,TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
470220,DIRECT_CONCORDANCE_UCC,true,true,"Coolant, brake fluid, transmission fluid, and other additives",Coolant/Additives/Brk/Trns Fld,TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
470311,PUBLISHED_CE_UCC,true,false,Electric vehicle charging,,,,
480100,DIRECT_CONCORDANCE_UCC,true,true,"Vehicle parts, accessories, fluid excluding tires",Veh Parts/Acc/Fluids Excl Tires,TC021;TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
480110,DIRECT_CONCORDANCE_UCC,true,true,"Tires - purchased, replaced, and installed",Tires Purchased/Replaced/Install,TC011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
480212,PUBLISHED_CE_UCC,true,false,Vehicle products and cleaning services,,,,
480213,DIRECT_CONCORDANCE_UCC,true,true,"Parts, equipment, and accessories",Parts/Equip/Accessories,TC021,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
480214,PUBLISHED_CE_UCC,true,false,Vehicle audio equipment,,,,
480215,PUBLISHED_CE_UCC,true,false,Vehicle video equipment,,,,
490000,PUBLISHED_CE_UCC,true,false,Miscellaneous auto repair and servicing,,,,
490100,DIRECT_CONCORDANCE_UCC,true,true,Vehicle maintenance/repair excluding tire purchase,Vehicle Maint/Rep Excl Tire Purch,TD011;TD021;TD031,TRANSPORT_SERVICES,I
490110,PUBLISHED_CE_UCC,true,false,Body work and painting,,,,
490211,PUBLISHED_CE_UCC,true,false,"Clutch, transmission repair",,,,
490212,PUBLISHED_CE_UCC,true,false,Drive shaft and rear-end repair,,,,
490221,PUBLISHED_CE_UCC,true,false,"Brake work, including adjustments",,,,
490231,PUBLISHED_CE_UCC,true,false,Repair to steering or front-end,,,,
490232,PUBLISHED_CE_UCC,true,false,Repair to engine cooling system,,,,
490300,PUBLISHED_CE_UCC,true,false,Vehicle or engine repairs,,,,
490311,PUBLISHED_CE_UCC,true,false,Motor tune up,,,,
490312,PUBLISHED_CE_UCC,true,false,"Lube, oil change, and oil filters",,,,
490313,PUBLISHED_CE_UCC,true,false,"Front end alignment, wheel balance, and rotation",,,,
490314,PUBLISHED_CE_UCC,true,false,Shock absorber replacement,,,,
490316,PUBLISHED_CE_UCC,true,false,Gas tank repair and replacement,,,,
490318,PUBLISHED_CE_UCC,true,false,Repair tires and other repair work,,,,
490319,PUBLISHED_CE_UCC,true,false,Vehicle air conditioning repair,,,,
490411,PUBLISHED_CE_UCC,true,false,Exhaust system repair,,,,
490412,PUBLISHED_CE_UCC,true,false,Electrical system repair,,,,
490413,PUBLISHED_CE_UCC,true,false,"Motor repair, replacement",,,,
490900,DIRECT_CONCORDANCE_UCC,true,true,Auto repair service policy,Auto Repair Service Policy,TD090,TRANSPORT_SERVICES,I
500110,DIRECT_CONCORDANCE_UCC,true,true,Vehicle insurance,Vehicle Insurance,TE011,TRANSPORT_SERVICES,I
510110,PUBLISHED_CE_UCC,true,false,Automobile finance charges,,,,
510115,CPI_ADJUSTED_PUMD_UCC,false,true,,Veh Registration Incl Prop Tax,TF011,TRANSPORT_SERVICES,I
510901,PUBLISHED_CE_UCC,true,false,Truck finance charges,,,,
510902,PUBLISHED_CE_UCC,true,false,Motorcycle and plane finance charges,,,,
520110,PUBLISHED_CE_UCC,true,false,State and local vehicle registration,,,,
520111,PUBLISHED_CE_UCC,true,false,"Vehicle registrations, state",,,,
520112,PUBLISHED_CE_UCC,true,false,"Vehicle registrations, local",,,,
520310,DIRECT_CONCORDANCE_UCC,true,true,Drivers' licenses,Drivers License,TF011,TRANSPORT_SERVICES,I
520410,DIRECT_CONCORDANCE_UCC,true,true,Vehicle inspections,Vehicle Inspection,TD021,TRANSPORT_SERVICES,I
520511,PUBLISHED_CE_UCC,true,false,Auto rental,,,,
520512,PUBLISHED_CE_UCC,true,false,"Auto rental, out-of-town trips",,,,
520516,DIRECT_CONCORDANCE_UCC,true,true,Auto/truck rental,Auto/Truck Rental,TA041,TRANSPORT_SERVICES,I
520517,DIRECT_CONCORDANCE_UCC,true,true,Auto/truck rental on out of town trips,Auto/Truck Rental Out-Of-Town Trp,TA041,TRANSPORT_SERVICES,I
520521,PUBLISHED_CE_UCC,true,false,Truck rental,,,,
520522,PUBLISHED_CE_UCC,true,false,"Truck rental, out-of-town trips",,,,
520531,DIRECT_CONCORDANCE_UCC,true,true,"Parking fees in home city, excluding residence",Prkng Fee In Hme City Excl Rsdnc,TF031,TRANSPORT_SERVICES,I
520532,DIRECT_CONCORDANCE_UCC,true,true,Parking fees on out of town trips,"Parking Fees, Out-Of-Town Trip",TF031,TRANSPORT_SERVICES,I
520541,DIRECT_CONCORDANCE_UCC,true,true,Tolls or electronic toll passes,Tolls Or Electronic Toll Passes,TF031,TRANSPORT_SERVICES,I
520542,DIRECT_CONCORDANCE_UCC,true,true,Tolls on out of town trips,Tolls On Out-Of-Town Trips,TF031,TRANSPORT_SERVICES,I
520550,DIRECT_CONCORDANCE_UCC,true,true,Towing charges,Towing Charges,TD021,TRANSPORT_SERVICES,I
520560,PUBLISHED_CE_UCC,true,false,Global positioning services,,,,
520901,DIRECT_CONCORDANCE_UCC,true,true,Docking and landing fees,Docking/Landing Fees,TF090,TRANSPORT_SERVICES,I
520902,DIRECT_CONCORDANCE_UCC,true,true,Motorcycle rental,Motorcycle Rental,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
520903,DIRECT_CONCORDANCE_UCC,true,true,Aircraft rental,Aircraft Rental,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
520904,DIRECT_CONCORDANCE_UCC,true,true,Rental noncamper trailers,Rental Non-Camper Trailer,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
520905,DIRECT_CONCORDANCE_UCC,true,true,Motorcycle rental on out of town trips,Motorcycle Rental Out-Of-Town,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
520906,DIRECT_CONCORDANCE_UCC,true,true,Aircraft rental on out of town trips,Aircraft Rental/Out-Of-Town Tr,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
520907,DIRECT_CONCORDANCE_UCC,true,true,Boat and trailer rentals on out of town trips,Boat/Trailer Rent Out Of Town,RC090,RECREATION,I
530110,DIRECT_CONCORDANCE_UCC,true,true,Airline fares,Airline Fares,TG011,TRANSPORT_SERVICES,I
530210,DIRECT_CONCORDANCE_UCC,true,true,Intercity bus fares,Intercity Bus Fares,TG021,TRANSPORT_SERVICES,I
530311,DIRECT_CONCORDANCE_UCC,true,true,Intracity mass transit fares,Intracity Mass Transit Fares,TG031,TRANSPORT_SERVICES,I
530312,DIRECT_CONCORDANCE_UCC,true,true,Local transportation on out of town trips,Local Trans. Out Of Town Trips,TG031,TRANSPORT_SERVICES,I
530411,DIRECT_CONCORDANCE_UCC,true,true,Taxi fares and limousine services on trips,Taxi Fares On Trips,TG032,TRANSPORT_SERVICES,I
530412,DIRECT_CONCORDANCE_UCC,true,true,Taxi fares and limousine services,Taxi Fares And Limousine Service,TG032,TRANSPORT_SERVICES,I
530510,DIRECT_CONCORDANCE_UCC,true,true,Intercity train fares,Intercity Train Fares,TG022,TRANSPORT_SERVICES,I
530901,DIRECT_CONCORDANCE_UCC,true,true,Ship fares,Ship Fares,TG023,TRANSPORT_SERVICES,I
530902,DIRECT_CONCORDANCE_UCC,true,true,School bus,School Bus,TG090,TRANSPORT_SERVICES,I
540000,DIRECT_CONCORDANCE_UCC,true,true,Prescription drugs,Prescription Drugs,MF011,MEDICAL_CARE,I
550110,DIRECT_CONCORDANCE_UCC,true,true,Eyeglasses and contact lenses,Eyeglasses And Contact Lenses,MC031,MEDICAL_CARE,I
550210,DIRECT_CONCORDANCE_UCC,true,true,Nonprescription drugs,Over-The-Counter Drugs,MF021,MEDICAL_CARE,D
550219,DIRECT_CONCORDANCE_UCC,true,true,Vitamins and supplements,Vitamins And Supplements,MF021,MEDICAL_CARE,D
550310,DIRECT_CONCORDANCE_UCC,true,true,Topicals and dressings,Topicals And Dressings,MF021;MG011,MEDICAL_CARE,D
550320,PUBLISHED_CE_UCC,true,false,Medical equipment for general use,,,,
550330,PUBLISHED_CE_UCC,true,false,Supportive and convalescent medical equipment,,,,
550340,DIRECT_CONCORDANCE_UCC,true,true,Hearing aids,Hearing Aids,MC041,MEDICAL_CARE,I
550350,DIRECT_CONCORDANCE_UCC,true,true,Purchase/rental of supportive and convalescent medical equipment,Purch/Rental Support Med Equip,MG012;MG013;MG090,MEDICAL_CARE,I
550410,PUBLISHED_CE_UCC,true,false,Nonprescription vitamins,,,,
560110,DIRECT_CONCORDANCE_UCC,true,true,Physician's services,Physicians Services,MC011,MEDICAL_CARE,I
560210,DIRECT_CONCORDANCE_UCC,true,true,Dental services,Dental Services,MC021,MEDICAL_CARE,I
560310,DIRECT_CONCORDANCE_UCC,true,true,Eyecare services,Eyecare Services,MC031,MEDICAL_CARE,I
560330,DIRECT_CONCORDANCE_UCC,true,true,Lab tests and x-rays,"Lab Tests, X-Rays",MC041,MEDICAL_CARE,I
560400,PUBLISHED_CE_UCC,true,false,Service by professionals other than physician,,,,
560410,DIRECT_CONCORDANCE_UCC,true,true,Non physician services inside the home,Non Physcns Servc Inside Home,MD031,MEDICAL_CARE,I
560420,DIRECT_CONCORDANCE_UCC,true,true,Non physician services outside the home,Non Physcns Servc Outside Home,MC041,MEDICAL_CARE,I
570111,DIRECT_CONCORDANCE_UCC,true,true,Hospital room and services,Hospital Rooms & Services,MD011,MEDICAL_CARE,I
570220,DIRECT_CONCORDANCE_UCC,true,true,Care in convalescent or nursing home,Care In Convl Or Nursing Home,MD021,MEDICAL_CARE,I
570230,DIRECT_CONCORDANCE_UCC,true,true,Other medical care services,Other Medical Care Service,MD011,MEDICAL_CARE,D
570240,PUBLISHED_CE_UCC,true,false,Medical care in retirement community,,,,
570901,DIRECT_CONCORDANCE_UCC,true,true,Rental of medical equipment,Rental Of Medical/Surgical Equip,MG090,MEDICAL_CARE,I
570902,DIRECT_CONCORDANCE_UCC,true,true,Repair of medical equipment,Repair Of Medical Equipment,MG090,MEDICAL_CARE,D
570903,DIRECT_CONCORDANCE_UCC,true,true,Rental of supportive and convalescent medical equipment,Rental Of Suportive/Conval Equip,MG090,MEDICAL_CARE,I
580111,PUBLISHED_CE_UCC,true,false,Traditional fee for service health plan (not BCBS),,,,
580112,PUBLISHED_CE_UCC,true,false,Traditional fee for service health plan (BCBS),,,,
580113,PUBLISHED_CE_UCC,true,false,Preferred provider health plan (not BCBS),,,,
580114,PUBLISHED_CE_UCC,true,false,Preferred provider health plan (BCBS),,,,
580115,DIRECT_CONCORDANCE_UCC,true,true,Fee for service health plan (not BCBS),Fee For Serv Hlth Pln (No Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580116,DIRECT_CONCORDANCE_UCC,true,true,Fee for service health plan (BCBS),Fee For Serv Hlth Pln (Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580311,DIRECT_CONCORDANCE_UCC,true,true,Health maintenance organization (not BCBS),Hlth Maint. Org (No Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580312,DIRECT_CONCORDANCE_UCC,true,true,Health maintenance organization (BCBS),Hlth Maint. Org (Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580400,PUBLISHED_CE_UCC,true,false,Long term care insurance,,,,
580401,DIRECT_CONCORDANCE_UCC,true,true,Long term care insurance (not BCBS),Long Term Care Ins (No Bcbs),MC041;MD021;MD022;MD031;ME041,MEDICAL_CARE,I
580402,DIRECT_CONCORDANCE_UCC,true,true,Long term care insurance (BCBS),Long Term Care Ins (Bcbs),MC041;MD021;MD022;MD031;ME041,MEDICAL_CARE,I
580411,DIRECT_CONCORDANCE_UCC,true,true,Dental care insurance (not BCBS),Long Term Care Ins (Bcbs),MC021;ME011,MEDICAL_CARE,I
580412,DIRECT_CONCORDANCE_UCC,true,true,Dental care insurance (BCBS),Dental Care Ins (Bcbs),MC021;ME011,MEDICAL_CARE,I
580421,DIRECT_CONCORDANCE_UCC,true,true,Prescription drug insurance (not BCBS),Prescript Drug Ins (No Bcbs),ME011;MF011,MEDICAL_CARE,I
580422,DIRECT_CONCORDANCE_UCC,true,true,Prescription drug insurance (BCBS),Prescript Drug Ins (Bcbs),ME011;MF011,MEDICAL_CARE,I
580431,DIRECT_CONCORDANCE_UCC,true,true,Vision care insurance (not BCBS),Vision Care Ins (No Bcbs),MC031;ME011,MEDICAL_CARE,I
580432,DIRECT_CONCORDANCE_UCC,true,true,Vision care insurance (BCBS),Vision Care Ins (Bcbs),MC031;ME011,MEDICAL_CARE,I
580441,DIRECT_CONCORDANCE_UCC,true,true,Other single service insurance (not BCBS),Oth Sngle Srvc Ins (No Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580442,DIRECT_CONCORDANCE_UCC,true,true,Other single service insurance (BCBS),Oth Sngle Srvc Ins (Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580901,DIRECT_CONCORDANCE_UCC,true,true,Medicare payments,Medicare Payments,MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580903,DIRECT_CONCORDANCE_UCC,true,true,Commercial medicare supplement (not BCBS),Coml Medicare Supplemnt (No Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580904,DIRECT_CONCORDANCE_UCC,true,true,Commercial medicare supplement (BCBS),Coml Medicare Supplement (Bcbs),MC011;MC021;MC031;MC041;MD011;MD021;MD031;ME011;MF011;MG013,MEDICAL_CARE,I
580905,PUBLISHED_CE_UCC,true,false,Other health insurance (not BCBS),,,,
580906,PUBLISHED_CE_UCC,true,false,Other health insurance (BCBS),,,,
580907,DIRECT_CONCORDANCE_UCC,true,true,Medicare prescription drug premiums,Medicare Pres. Drug Premiums,ME041;MF011,MEDICAL_CARE,I
580908,PUBLISHED_CE_UCC,true,false,Medicaid premiums,,,,
580909,PUBLISHED_CE_UCC,true,false,Tricare/military premiums,,,,
580910,PUBLISHED_CE_UCC,true,false,Children's Health Insurance Program (CHIP) premiums,,,,
590110,PUBLISHED_CE_UCC,true,false,Newspapers,,,,
590210,PUBLISHED_CE_UCC,true,false,Magazines,,,,
590220,PUBLISHED_CE_UCC,true,false,Books through book clubs,,,,
590230,DIRECT_CONCORDANCE_UCC,true,true,"Books, digital books, or book subscriptions","Books, Digital Books, Book Subscr",RG022,RECREATION,I
590310,DIRECT_CONCORDANCE_UCC,true,true,"Newspaper, magazine by subscription",Magazine/Newspaper Subscription,RG012,RECREATION,I
590410,DIRECT_CONCORDANCE_UCC,true,true,"Newspaper, magazine non-subscription",Magazine/Newspaper Single Copy,RG011,RECREATION,I
590900,DIRECT_CONCORDANCE_UCC,true,true,Newsletters,Newsletters,RG090,RECREATION,D
600110,DIRECT_CONCORDANCE_UCC,true,true,Outboard motors,Outboard Motor,RC011,RECREATION,I
600121,DIRECT_CONCORDANCE_UCC,true,true,Boats without motor and boat trailers,Boat W/O Motor/Boat Trailers,RC012,RECREATION,I
600122,DIRECT_CONCORDANCE_UCC,true,true,Trailer and other attachable campers,Trail/Oth Attachable Campers,RC012,RECREATION,I
600132,DIRECT_CONCORDANCE_UCC,true,true,Purchase of boats with motor,Purchase Of Boat With Motor,RC011,RECREATION,I
600133,DIRECT_CONCORDANCE_UCC,true,true,Purchase of boats and trailers,Purchase of Boats/Trailers,RC011;RC012,RECREATION,I
600141,DIRECT_CONCORDANCE_UCC,true,true,Purchase of motorized campers,Purchase Of Motor Home,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
600142,DIRECT_CONCORDANCE_UCC,true,true,Purchase of other vehicles,Purchase Of Other Vehicle,RC011,RECREATION,I
600151,DIRECT_CONCORDANCE_UCC,true,true,Purchase of motor homes and campers,"Purch Motor Home/Camper, fin.",RC012;TA090,,I
600153,CPI_ADJUSTED_PUMD_UCC,false,true,,Trade Allow Motor Home/Camper,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,I
600210,DIRECT_CONCORDANCE_UCC,true,true,"Athletic gear, game tables, and exercise equipment",General Sport/Excercise Equip,RC021,RECREATION,I
600310,DIRECT_CONCORDANCE_UCC,true,true,Bicycles,Bicycles,RC013,RECREATION,I
600311,DIRECT_CONCORDANCE_UCC,true,true,Bike and E-scooter sharing or rental,Bike-Sharing/E-Scooters,TG031,TRANSPORT_SERVICES,I
600315,PUBLISHED_CE_UCC,true,false,Scooters and other single-rider transportation,,,,
600410,DIRECT_CONCORDANCE_UCC,true,true,Camping equipment,Camping Equipment,RC023,RECREATION,D
600420,DIRECT_CONCORDANCE_UCC,true,true,Hunting and fishing equipment,"Hunting, Fishing Equipment",RC023,RECREATION,D
600430,DIRECT_CONCORDANCE_UCC,true,true,Winter sports equipment,Winter Sport Equipment,RC021,RECREATION,I
600901,DIRECT_CONCORDANCE_UCC,true,true,Water sports equipment,Water Sport Equipment,RC022,RECREATION,I
600902,DIRECT_CONCORDANCE_UCC,true,true,Other sports equipment,Other Sport Equipment,RC021,RECREATION,I
600903,DIRECT_CONCORDANCE_UCC,true,true,Global positioning system devices,Global Positioning System Device,EE042,EDUCATION_COMMUNICATION,D
610110,DIRECT_CONCORDANCE_UCC,true,true,"Toys, games, arts and crafts, and tricycles",Toys Games Arts Crafts Tricycles,RE011,RECREATION,D
610120,DIRECT_CONCORDANCE_UCC,true,true,Playground equipment,Playground Equipment,RE011,RECREATION,I
610130,DIRECT_CONCORDANCE_UCC,true,true,Musical instruments and accessories,Music Instruments/Accessories,RE031,RECREATION,I
610140,PUBLISHED_CE_UCC,true,false,Stamp and coin collecting,,,,
610210,DIRECT_CONCORDANCE_UCC,true,true,Film,Film,RD011,RECREATION,I
